"ID","Índice","Usuario","Owner","Tipo","Operación","Estado","Error","Código Error","Filas Afectadas","SQL","Timestamp"
"317","317","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_PROC_STEP_NOT MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:23.007Z"
"318","318","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_PROC_USER_POOL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:24.103Z"
"319","319","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_SOLUTION_DETAIL MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:25.650Z"
"320","320","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_SOL_UPLOADED_FILE MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:26.900Z"
"321","321","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","EXITOSO","","","0","ALTER TABLE DISTRIBUTOR.REQ_USERS_WORK MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:28.498Z"
"1","322","jteller","JTELLERV7","SCRIPT","UPDATE","EXITOSO","","","1","UPDATE jtellerv7.DATABASECHANGELOG SET MD5SUM ='9:646a48206a7dc270854b813344cb95fb' WHERE id = 'init-conf'","2026-03-05T18:57:29.594Z"
"2","323","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO JTELLERV7.TRANSACTION_SEND_SPEC (ID, TRANSACTION_SPEC_ID, DESCRIPTION, SERVICE_PAY_ID, REQUIRES_LOGIN, ROUTINE_LOGIN_ID, FORMAT_ID_SEND, PGM_DATA_SEND, TYPE_DATA_SEND, ROUTINE_ID, TYPE_DATA_RECEIVE, RESPONSE_FILE, PGM_DATA_RECEIVE, ANALYZE_RESPONSE, CORRELATIVE, VERSION) VALUES(999, NULL, 'Enviar transacciones generico a core byte', NULL, '0', NULL, NULL, NULL, 'Trama', NULL, 'Trama', NULL, NULL, '1', 999, 2)","2026-03-05T18:57:30.257Z"
"3","324","jteller","JTELLERV7","SCRIPT","UPDATE","EXITOSO","","","1","UPDATE JTELLERV7.RESPONSE_JSON_TAGS SET ENVIRONMENT='jteller', ""KEY""='status', LABEL='sts', VALUE_OK='1' WHERE ID=1","2026-03-05T18:57:31.431Z"
"4","325","jteller","JTELLERV7","SCRIPT","UPDATE","EXITOSO","","","1","UPDATE JTELLERV7.RESPONSE_JSON_TAGS SET ENVIRONMENT='jteller', ""KEY""='message', LABEL='message', VALUE_OK=NULL WHERE ID=2","2026-03-05T18:57:32.649Z"
"5","326","jteller","JTELLERV7","SCRIPT","UPDATE","EXITOSO","","","1","UPDATE JTELLERV7.RESPONSE_JSON_TAGS SET ENVIRONMENT='jteller', ""KEY""='errorCode', LABEL='error', VALUE_OK=NULL WHERE ID=3","2026-03-05T18:57:33.664Z"
"6","327","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE (ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(39, 'COMPONENTE ANGULAR', 'rutinas tipo componente Angular, incluye los componentes propios de jTeller-core y las extensiones de FE o paginas web externas al core jTeller, se asocian en el flujo de la transacción y se ejecutan por el FE en el flujo de la transacción.', 39, 1)","2026-03-05T18:57:34.302Z"
"7","328","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE (ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(40, 'APIs DEL FLUJO DE TRANSACCION', 'APIs ejecutados en los pasos del flujo de transaccion, ya sea ejecutados por FE o BE', 40, 0)","2026-03-05T18:57:34.971Z"
"8","329","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE (ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(27, 'INGRESO A OPERACION/LOGIN', 'APIs ejecutados al entrar a operar JTeller o sea al hacer LOGIN', 27, 0)","2026-03-05T18:57:35.623Z"
"9","330","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE (ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(41, 'PRE-TRASLADO', 'rutinas a ejecutarse ""antes"" de trasladar un usuario entre agencias, se ejecutan por transacción cambio de usuario.', 41, 0)","2026-03-05T18:57:36.316Z"
"10","331","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE (ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(42, 'POST-TRASLADO', 'rutinas a ejecutarse ""después"" de trasladar a usuario entre agencias, se ejecutan por transacción cambio de usuario.', 42, 0)","2026-03-05T18:57:37.000Z"
"11","332","jteller","JTELLERV7","SCRIPT","UPDATE","EXITOSO","","","25","UPDATE jtellerv7.ROUTINE SET TYPE_ROUTINE_ID = 39 WHERE TYPE_ROUTINE_ID NOT IN (27,40,41,42) AND EXEC_LAYER IN (2,3)","2026-03-05T18:57:37.682Z"
"12","333","jteller","JTELLERV7","SCRIPT","DELETE","EXITOSO","","","12","DELETE FROM jtellerv7.TYPE_ROUTINE where id < 39 and id not in (27)","2026-03-05T18:57:38.517Z"
"13","334","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(3, 'ANTES DE HOST', 'se ejecutan al confirmar la transaccion, antes de enviar la transaccion a procesar al host y su respuesta es enviada la host al enviar a procesar la transaccion.', 3, 0)","2026-03-05T18:57:39.195Z"
"14","335","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(4, 'DESPUES DE HOST', 'se ejecutan inmediatamente recibir la respuesta del host, estas reciben la respuesta del host, se pueden usar para validaciones de la respuesta recibida del host', 4, 0)","2026-03-05T18:57:39.949Z"
"15","336","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(6, 'DE CAMPO', 'se ejecutan cada vez que recibe la transaccion a procesar, estas se ejecutan en tiempo de las validaciones standard de jTeller-core si el campo tiene una rutina asociada.', 6, 0)","2026-03-05T18:57:40.711Z"
"16","337","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(9, 'DE VALIDACION', 'se ejecutan cada vez que recibe la transaccion a procesar ANTES de las validaciones standard de JTeller-core sin importar el paso que se este ejecutando.', 9, 0)","2026-03-05T18:57:41.630Z"
"17","338","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(10, 'FINALIZACION OK', 'se ejecutan si la transaccion fue aceptada, se ha relizado todos los procesos posteriores y se esta preparando la respuesta al Frontend para informar al usuario que la transaccion se realizo existosamente y se procede con la generacion de comprobantes', 10, 0)","2026-03-05T18:57:42.491Z"
"18","339","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(11, 'DE ACEPTACION', 'se ejecutan si la transaccion fue aceptada (estado= completed) despues de procesar la respuesta, asignar su estado, evaluar reglas de negocio y guardar transaccion', 11, 0)","2026-03-05T18:57:43.484Z"
"19","340","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(12, 'DE CANCELACION', 'se ejecutan si la transaccion se recibe en modo Cancelar, ANTES se guardan registros de Sumadora, se evalua si es permito cancelar la transaccion o se requiere pedir autorizacion.', 12, 0)","2026-03-05T18:57:44.308Z"
"20","341","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(13, 'DE RECHAZO', 'se ejecutan si la transaccion fue rechazada (estado= Rejected) despues de procesar la respuesta, asignar su estado y guardar la transaccion', 13, 0)","2026-03-05T18:57:45.172Z"
"21","342","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(19, 'ANTES DE AFECTAR TOTALES', 'se ejecutan si la transaccion fue aceptada, antes de afectar totales y despues de las rutinas tipo 11=De Aprobacion', 19, 0)","2026-03-05T18:57:46.049Z"
"22","343","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE(ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(21, 'DE IMPRESION', 'se ejecutan si la transaccion fue aceptada en tiempo de calcular/ generar el comprobante, si fuera que el tipo de dato del formato tiene una rutina asociada, la respuesta de esta es inyectada en el JSON enviado al recurso que genera el comprobante.', 21, 0)","2026-03-05T18:57:46.900Z"
"23","344","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE (ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(14, 'DE CARGA', 'se ejecutan al entrar a Operaciones, despues de las rutinas de LOGIN', 14, 0)","2026-03-05T18:57:47.703Z"
"24","345","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE (ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(32, 'SALIDA DE OPERACIONES', 'se ejecutan al hacer LOGOUT', 32, 0)","2026-03-05T18:57:48.613Z"
"25","346","jteller","JTELLERV7","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO jtellerv7.TYPE_ROUTINE (ID, NAME, DESCRIPTION, CODE, VERSION) VALUES(37, 'ENTRADA A TRANSACCION-GENERAL', 'se ejecutan cada vez que se selecciona la ejecucion de una transaccion, no necesita estar definida en la transaccion', 37, 0)","2026-03-05T18:57:49.613Z"
"26","347","jsigcommon","JSIGCOMMON","SCRIPT","UPDATE","EXITOSO","","","1","UPDATE jsigcommon.system_entity SET name='ACCOUNT_SIGNATURE' WHERE ID = 2","2026-03-05T18:57:50.282Z"
"27","348","jsigcommon","JSIGCOMMON","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO JSIGCOMMON.ENTITY_TRANSITIONS (VERSION, FROM_STATUS_ID, TO_STATUS_ID, NAME, PERMISSION_REQUIRED, REQUIRES_MOTIVE, TRANSITION_TYPE, MOTIVE_TYPE_ID) VALUES(0, 5, 6, 'Activar firma', NULL, 'I', 'I', NULL)","2026-03-05T18:57:51.059Z"
"28","349","jsigcommon","JSIGCOMMON","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO JSIGCOMMON.ENTITY_TRANSITIONS (VERSION, FROM_STATUS_ID, TO_STATUS_ID, NAME, PERMISSION_REQUIRED, REQUIRES_MOTIVE, TRANSITION_TYPE, MOTIVE_TYPE_ID) VALUES(0, 6, 7, 'Inactivar firma', NULL, 'A', 'I', 2)","2026-03-05T18:57:52.502Z"
"29","350","jsigcommon","JSIGCOMMON","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO JSIGCOMMON.ENTITY_TRANSITIONS (VERSION, FROM_STATUS_ID, TO_STATUS_ID, NAME, PERMISSION_REQUIRED, REQUIRES_MOTIVE, TRANSITION_TYPE, MOTIVE_TYPE_ID) VALUES(0, 6, 9, 'Vencer firma', NULL, 'I', 'I', NULL)","2026-03-05T18:57:53.579Z"
"30","351","jsigcommon","JSIGCOMMON","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO JSIGCOMMON.ENTITY_TRANSITIONS (VERSION, FROM_STATUS_ID, TO_STATUS_ID, NAME, PERMISSION_REQUIRED, REQUIRES_MOTIVE, TRANSITION_TYPE, MOTIVE_TYPE_ID) VALUES(0, 6, 8, 'Eliminar firma', NULL, 'A', 'I', 2)","2026-03-05T18:57:54.761Z"
"31","352","jsigcommon","JSIGCOMMON","SCRIPT","INSERT","EXITOSO","","","1","INSERT INTO JSIGCOMMON.ENTITY_TRANSITIONS (VERSION, FROM_STATUS_ID, TO_STATUS_ID, NAME, PERMISSION_REQUIRED, REQUIRES_MOTIVE, TRANSITION_TYPE, MOTIVE_TYPE_ID) VALUES(0, 7, 6, 'Activar firma Inactiva >Activa', NULL, 'I', 'I', NULL)","2026-03-05T18:57:55.490Z"
"5","5","jteller","JTELLERV7","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JTELLERV7.AMOUNT_TOTAL_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:12.811Z"
"25","25","jteller","JTELLERV7","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JTELLERV7.CASH_STATUS_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:20.341Z"
"32","32","jteller","JTELLERV7","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JTELLERV7.CLOSECASHIER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:23.262Z"
"33","33","jteller","JTELLERV7","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JTELLERV7.COLECTORS_SEARCH MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:23.639Z"
"35","35","jteller","JTELLERV7","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JTELLERV7.COL_COLECTORES_FAVORITOS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:54:24.519Z"
"117","117","jteller","JTELLERV7","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JTELLERV7.PROVIDE_JOURNAL_TRXS MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:02.856Z"
"127","127","jteller","JTELLERV7","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JTELLERV7.REPORT_OPEN_SEARCH_DTO MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:08.026Z"
"168","168","jteller","JTELLERV7","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JTELLERV7.TRX_MENU MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:31.346Z"
"189","189","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGCOMMON.ENTITY_TRANSITIONS_WITH_NAMES_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:42.542Z"
"191","191","jsigcommon","JSIGCOMMON","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGCOMMON.FREQUENCY_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:43.507Z"
"218","218","logdat","LOGDAT","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE LOGDAT.REV_MASTER MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:55:59.877Z"
"247","247","jsignature","JSIGNATURE","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGNATURE.ACCOUNT_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:19.703Z"
"252","252","jsignature","JSIGNATURE","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGNATURE.CUSTOMER_VIEW_J MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:23.448Z"
"253","253","jsignature","JSIGNATURE","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGNATURE.CUSTOMER_VIEW_N MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:24.146Z"
"260","260","jsignature","JSIGNATURE","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGNATURE.PERSON_IDENTIFICATION MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:30.569Z"
"272","272","jsignature","JSIGNATURE","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGNATURE.SIGNATURE_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:46.970Z"
"273","273","jsignature","JSIGNATURE","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGNATURE.SIGN_PERSON MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:47.559Z"
"274","274","jsignature","JSIGNATURE","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGNATURE.SPECIFIC_ACCOUNT_AUD_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:48.319Z"
"275","275","jsignature","JSIGNATURE","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE JSIGNATURE.SPECIFIC_SIGNATURE_AUD_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:56:49.574Z"
"307","307","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE DISTRIBUTOR.ENTITY_TRANSITIONS_WITH_NAMES_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:15.109Z"
"308","308","distributor","DISTRIBUTOR","ALTER","ALTER TABLE","FALLIDO","ORA-00942: table or view does not exist
Help: https://docs.oracle.com/error-help/db/ora-00942/","942","","ALTER TABLE DISTRIBUTOR.FREQUENCY_VIEW MODIFY ID GENERATED BY DEFAULT ON NULL AS IDENTITY ( START WITH LIMIT VALUE)","2026-03-05T18:57:16.153Z"
